state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,2025-12-28,4500.0,4500.0,4500.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Lime,Lime,Local,2025-12-28,8000.0,10000.0,9000.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Lime,Lime,Local,2025-12-28,4000.0,4000.0,4000.0
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,3300.0,4000.0,3650.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,4500.0,5500.0,5000.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,7000.0,8000.0,7500.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Guava,Guava Alahabad,Local,2025-12-28,5000.0,5000.0,5000.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,6000.0,8000.0,7000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,7000.0,8000.0,7500.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,5000.0,6000.0,5500.0
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Pomegranate,Pomogranate,Local,2025-12-28,15000.0,18000.0,16500.0
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Pomegranate,Pomogranate,Local,2025-12-28,18000.0,20000.0,19000.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Pomegranate,Pomogranate,Local,2025-12-28,18000.0,24000.0,21000.0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,2800.0,3000.0,2900.0
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,4800.0,5000.0,4900.0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,1500.0,2000.0,1750.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,2500.0,2500.0,2500.0
Tamil Nadu,Namakkal,Tiruchengode APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,3000.0,4000.0,3500.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,2500.0,3000.0,2750.0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Tender Coconut,Tender Coconut,Local,2025-12-28,2500.0,3000.0,2750.0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Jasmine,Jasmine,Local,2025-12-28,90000.0,120000.0,105000.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Jasmine,Jasmine,Local,2025-12-28,100000.0,120000.0,110000.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Marigold(Calcutta),Marigold(Calcutta),Local,2025-12-28,5000.0,6000.0,5500.0
Tamil Nadu,Ramanathapuram,Ramanathapuram(Uzhavar Sandhai ) APMC,Marigold(Calcutta),Marigold(Calcutta),Local,2025-12-28,6000.0,7000.0,6500.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Marigold(Calcutta),Marigold(Calcutta),Local,2025-12-28,6000.0,7000.0,6500.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Marigold(Calcutta),Marigold(Calcutta),Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Tamarind Fruit,Tamarind Fruit,Local,2025-12-28,18000.0,18000.0,18000.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Tamarind Fruit,Tamarind Fruit,Local,2025-12-28,22000.0,22000.0,22000.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,4500.0,5000.0,4750.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,5700.0,6000.0,5850.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,3800.0,4000.0,3900.0
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,3500.0,3800.0,3650.0
Tamil Nadu,Nagapattinam,Nagapattinam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,6000.0,7000.0,6500.0
Tamil Nadu,Thiruvannamalai,Tamarainagar(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,4500.0,5000.0,4750.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,4000.0,4500.0,4250.0
Tamil Nadu,Ranipet,Arcot(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,5000.0,5000.0,5000.0
Tamil Nadu,Namakkal,Namakkal(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,2025-12-28,4000.0,4500.0,4250.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,4000.0,5000.0,4500.0
Tamil Nadu,Sivaganga,Devakottai (Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,4400.0,5200.0,4800.0
Tamil Nadu,Virudhunagar,Thalavaipuram(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,5000.0,6000.0,5500.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,4500.0,5000.0,4750.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,4000.0,4000.0,4000.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,6000.0,6000.0,6000.0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Salem,Elampillai(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Sivaganga,Sivagangai (Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,4200.0,5200.0,4700.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,6500.0,6500.0,6500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,4000.0,5000.0,4500.0
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,8300.0,8600.0,8450.0
Tamil Nadu,Sivaganga,Karaikudi(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,4500.0,5000.0,4750.0
Tamil Nadu,Villupuram,Tindivanam APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,6500.0,6500.0,6500.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,7000.0,8000.0,7500.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,4000.0,4200.0,4100.0
Tamil Nadu,Nagapattinam,Sirkali(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Yam(Ratalu),Yam (Ratalu),Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Dharmapuri,Dharmapuri(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,4300.0,4500.0,4400.0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,6000.0,6000.0,6000.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,6000.0,7000.0,6500.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,4000.0,4500.0,4250.0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,6000.0,6000.0,6000.0
Tamil Nadu,Salem,Jalagandapuram(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,5000.0,6000.0,5500.0
Tamil Nadu,Madurai,Palanganatham(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,4000.0,5000.0,4500.0
Tamil Nadu,Vellore,Vellore APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,4000.0,4500.0,4250.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,2025-12-28,5000.0,6000.0,5500.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,7000.0,8000.0,7500.0
Tamil Nadu,Karur,Velayuthampalayam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,5200.0,6000.0,5600.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,5000.0,5000.0,5000.0
Tamil Nadu,Chengalpattu,Madhuranthagam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,7000.0,8000.0,7500.0
Tamil Nadu,Thiruvarur,Tiruthuraipoondi(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,6000.0,6000.0,6000.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,8500.0,9000.0,8750.0
Tamil Nadu,Thirupur,Dharapuram(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,7000.0,8000.0,7500.0
Tamil Nadu,Thiruvannamalai,Tiruvannamalai(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,6000.0,7000.0,6500.0
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,6000.0,6500.0,6250.0
Tamil Nadu,Thiruvellore,Ambattur(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,7000.0,7000.0,7000.0
Tamil Nadu,Sivaganga,Tirupatthur(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,4400.0,5500.0,4950.0
Tamil Nadu,Thirupur,Palladam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,7000.0,8000.0,7500.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,5000.0,6000.0,5500.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,4000.0,5000.0,4500.0
Tamil Nadu,Dharmapuri,AJattihalli(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,7500.0,8000.0,7750.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,7800.0,8000.0,7900.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Namakkal,Kumarapalayam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,4500.0,5000.0,4750.0
Tamil Nadu,Tuticorin,Kovilpatti(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,3000.0,3500.0,3250.0
Tamil Nadu,Erode,Thalavadi(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,5400.0,5800.0,5600.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,4000.0,5000.0,4500.0
Tamil Nadu,Cuddalore,Viruthachalam(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,6000.0,6000.0,6000.0
Tamil Nadu,Namakkal,Mohanur(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Ramanathapuram,Paramakudi(Uzhavar Sandhai ) APMC,Lemon,Lemon,Local,2025-12-28,9000.0,10000.0,9500.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2025-12-28,4000.0,5000.0,4500.0
Tamil Nadu,Thiruvannamalai,Cheyyar(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2025-12-28,2500.0,3000.0,2750.0
Tamil Nadu,Cuddalore,Cuddalore(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2025-12-28,6000.0,6000.0,6000.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2025-12-28,4500.0,5000.0,4750.0
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Colacasia,Colacasia,Local,2025-12-28,3200.0,4000.0,3600.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Mashrooms,Mashrooms,Local,2025-12-28,3000.0,3500.0,3250.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Mashrooms,Mashrooms,Local,2025-12-28,3000.0,3500.0,3250.0
Tamil Nadu,Salem,Hasthampatti(Uzhavar Sandhai ) APMC,Mashrooms,Mashrooms,Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Mashrooms,Mashrooms,Local,2025-12-28,4000.0,4500.0,4250.0
Tamil Nadu,Erode,Sathiyamagalam(Uzhavar Sandhai ) APMC,Turnip,Turnip,Local,2025-12-28,6000.0,6500.0,6250.0
Tamil Nadu,Theni,Chinnamanur(Uzhavar Sandhai ) APMC,Turnip,Turnip,Local,2025-12-28,5000.0,5000.0,5000.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Custard Apple(Sharifa),Custard Apple(Sharifa),Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Namakkal,Rasipuram(Uzhavar Sandhai ) APMC,Custard Apple(Sharifa),Custard Apple(Sharifa),Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Custard Apple(Sharifa),Custard Apple(Sharifa),Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,2025-12-28,6000.0,6500.0,6250.0
Tamil Nadu,Krishnagiri,Krishnagiri(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,2025-12-28,9000.0,10000.0,9500.0
Tamil Nadu,Vellore,Gudiyatham(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,2025-12-28,5600.0,5600.0,5600.0
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,2025-12-28,6000.0,6500.0,6250.0
Tamil Nadu,Karur,Kulithalai(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,2025-12-28,7500.0,8000.0,7750.0
Tamil Nadu,Nagercoil (Kannyiakumari),Vadaseri APMC,Onion Green,Onion Green,Local,2025-12-28,8500.0,9000.0,8750.0
Tamil Nadu,Theni,Kambam(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5000.0,5500.0,5250.0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5000.0,5000.0,5000.0
Tamil Nadu,Vellore,Kahithapattarai(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5000.0,5000.0,5000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,6600.0,6600.0,6600.0
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5600.0,6200.0,5900.0
Tamil Nadu,Coimbatore,Sulur(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,6000.0,6400.0,6200.0
Tamil Nadu,Villupuram,Tindivanam APMC,Onion Green,Onion Green,Local,2025-12-28,6000.0,6000.0,6000.0
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Sooramangalam(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,1500.0,2000.0,1750.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,6000.0,6500.0,6250.0
Tamil Nadu,Thirupathur,Vaniyampadi(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,8000.0,8000.0,8000.0
Tamil Nadu,Thirupur,Tiruppur (South) (Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,4000.0,5000.0,4500.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,6000.0,6500.0,6250.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5800.0,6000.0,5900.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5000.0,6000.0,5500.0
Tamil Nadu,Virudhunagar,Kariyapatti(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,5000.0,5500.0,5250.0
Tamil Nadu,Theni,Theni(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,6000.0,6500.0,6250.0
Tamil Nadu,Thirupur,Kangayam(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,6000.0,6800.0,6400.0
Tamil Nadu,Madurai,Melur(Uzhavar Sandhai ) APMC,Onion Green,Onion Green,Local,2025-12-28,6000.0,6500.0,6250.0
Tamil Nadu,Thiruvannamalai,Chengam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3300.0,4000.0,3650.0
Tamil Nadu,The Nilgiris,Udhagamandalam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,4500.0,5000.0,4750.0
Tamil Nadu,Kallakuruchi,Sankarapuram(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Thanjavur,Thanjavur(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,4000.0,4000.0,4000.0
Tamil Nadu,Theni,Bodinayakanur(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3500.0,3700.0,3600.0
Tamil Nadu,Madurai,Usilampatti(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3000.0,3600.0,3300.0
Tamil Nadu,Thiruchirappalli,Lalgudi(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3800.0,3800.0,3800.0
Tamil Nadu,Kallakuruchi,Kallakurichi(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Virudhunagar,Sivakasi(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Ranipet,Ranipettai(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,2500.0,2500.0,2500.0
Tamil Nadu,Thiruvannamalai,Arani(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Coimbatore,Kurichi(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Attayampatti(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Virudhunagar,Rajapalayam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,4500.0,5000.0,4750.0
Tamil Nadu,Villupuram,Gingee(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Madurai,Chokkikulam(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3000.0,3600.0,3300.0
Tamil Nadu,Salem,Edapadi (Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,2025-12-28,3000.0,3000.0,3000.0
Tamil Nadu,Thiruvannamalai,Polur(Uzhavar Sandhai ) APMC,Rose(Local),Rose (Local),Local,2025-12-28,12000.0,15000.0,13500.0
Tamil Nadu,Chengalpattu,Guduvancheri(Uzhavar Sandhai ) APMC,Tube Rose(Loose),Tube Rose (Loose),Local,2025-12-28,11000.0,12000.0,11500.0
Bihar,Buxar,Brahmpur APMC,Arhar Dal(Tur Dal),777 New Ind,FAQ,2025-12-28,10500.0,12000.0,11000.0
Bihar,Rohtas,Natwar APMC,Potato,Jyoti,FAQ,2025-12-28,1200.0,1400.0,1300.0
Kerala,Kannur,Kannur APMC,Onion,Onion,Grade A,2025-12-28,2900.0,3100.0,3000.0
Odisha,Gajapati,Parlakhemundi APMC,Cauliflower,Local,Grade Range-1,2025-12-28,1800.0,2000.0,1900.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Bhindi(Ladies Finger),Bhindi,Local,2025-12-28,4000.0,6000.0,5000.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Bitter gourd,Bitter Gourd,Local,2025-12-28,4000.0,6000.0,5000.0
Kerala,Kannur,Kannur APMC,Coconut Oil,Other,Grade Range-1,2025-12-28,37500.0,38500.0,38000.0
Punjab,Patiala,Rajpura APMC,Banana,Other,Grade B,2025-12-28,2000.0,2490.0,2250.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Capsicum,Capsicum,Local,2025-12-28,1500.0,2000.0,1800.0
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC,Ginger(Green),Green Ginger,Local,2025-12-28,4000.0,5500.0,5000.0
Odisha,Dhenkanal,Hindol APMC,Brinjal,Brinjal,Grade B,2025-12-28,4000.0,4500.0,4200.0
Odisha,Dhenkanal,Hindol APMC,Bitter gourd,Bitter Gourd,Grade B,2025-12-28,5700.0,6000.0,5800.0
Uttarakhand,Dehradoon,Vikasnagar APMC,Guava,Other,Medium,2025-12-28,1500.0,2000.0,2000.0
Rajasthan,Jalore,Jalore APMC,Spinach,Other,Local,2025-12-28,500.0,700.0,600.0
Odisha,Mayurbhanja,Karanjia APMC,Paddy(Common),Other,FAQ,2025-12-28,2300.0,2300.0,2300.0
Punjab,Patiala,Rajpura APMC,Peas Wet,Peas Wet,Grade B,2025-12-28,2500.0,3300.0,3000.0
Uttarakhand,Dehradoon,Vikasnagar APMC,Pumpkin,Pumpkin,Medium,2025-12-28,700.0,800.0,800.0
